data_percent,freeze_backbone,accuracy,precision,recall,f1,macro_f1,roc_auc,loss,pr_auc
0.2,True,0.7738853503184714,0.9313725490196079,0.7692307692307693,0.8425720620842572,0.7207210592907162,0.8550969847120671,0.5360295969969148,0.9563451444215441
0.2,False,0.7356687898089171,0.7827586206896552,0.9190283400809717,0.845437616387337,0.4666748521497125,0.49978850685842047,0.7159570952889266,0.808470828525482
0.5,True,0.8343949044585988,0.9372197309417041,0.8461538461538461,0.8893617021276595,0.7801238890385134,0.9016254758595685,0.4174227463971278,0.9686763419051565
0.5,False,0.7197452229299363,0.8142292490118577,0.8340080971659919,0.824,0.5682499999999999,0.6029367333373618,0.6790544360306612,0.8489470342919341
1.0,True,0.8248407643312102,0.9285714285714286,0.8421052631578947,0.8832271762208068,0.7664543524416136,0.8997522508912924,0.3961647446178327,0.9689293660995006
1.0,False,0.5859872611464968,0.8305084745762712,0.5951417004048583,0.6933962264150944,0.528070662227155,0.5982234576107317,0.6757305776996977,0.8488594441524994
