data_percent,freeze_backbone,accuracy,precision,recall,f1,macro_f1,roc_auc,loss
0.2,True,0.8653846153846154,0.8941176470588236,0.6178861788617886,0.7307692307692307,0.8205128205128205,0.9187546824273704,0.4728972768554321
0.2,False,0.5745192307692307,0.30434782608695654,0.34146341463414637,0.3218390804597701,0.5059282967973107,0.5047240489469741,0.6974888581496018
0.5,True,0.8918269230769231,0.8939393939393939,0.7195121951219512,0.7972972972972973,0.8617634027470094,0.9329892616332307,0.37355192922628844
0.5,False,0.5973557692307693,0.33079847908745247,0.35365853658536583,0.3418467583497053,0.5259017341532076,0.5515621965093371,0.6895636148177661
1.0,True,0.8930288461538461,0.8944723618090452,0.7235772357723578,0.8,0.8634946677604594,0.9304780931768362,0.39200652132813746
1.0,False,0.5697115384615384,0.31699346405228757,0.3943089430894309,0.35144927536231885,0.5147534146595767,0.5225033990954244,0.6920654269365164
